attempt,result,running_mean
1,-0.0223722610826369,-0.0223722610826369
2,0.3200486392652651,0.1488381890913141
3,-0.024644475555275158,0.09101063420911769
4,0.6488861322041276,0.23047950870787015
5,0.8750158820602562,0.3593867833783474
6,0.0979060388407969,0.3158066592887556
7,0.5479239642056815,0.34896627427688787
8,0.5844920669450866,0.3784069983604127
9,-0.6007164978591296,0.26961549878046354
10,0.24519494982695095,0.26717344388511227
11,0.2784929826449607,0.2682024928632803
12,0.13307026800607263,0.25694147412517965
13,0.5106375215266588,0.2764565546945242
14,0.6507892566047456,0.30319460483096855
15,0.9275080131024009,0.3448154987157307
16,0.9443976455506103,0.3822893828929107
17,0.25716682009933467,0.3749292321403474
18,0.11379135864099715,0.3604215725014946
19,0.8125638544287943,0.3842185347081946
20,-0.6535006896605978,0.332332573489755
21,1.217550432064968,0.3744858048504794
22,0.903597974627503,0.3985363580221623
23,-0.22710705795935082,0.37133447037079215
24,0.11509823429804711,0.3606579605344278
25,0.4311569264997589,0.363477919173041
26,0.6107165525279036,0.37298709737899727
27,-0.01037670165195087,0.35878843815562883
28,0.1893267002869571,0.3527362332317477
29,0.32651358804664976,0.3518320040874339
30,0.051179513241157215,0.3418102543925581
31,-0.4870830819650349,0.31507175967134543
32,0.8875195094443,0.3329607518517502
33,0.45448274695883517,0.33664323655196493
34,0.39926405205350257,0.33848502524318663
35,1.4053596813416194,0.3689671582745704
36,-0.14720450427613418,0.35462905653705085
37,0.7868948043384069,0.36631191458573614
38,0.6331149535146576,0.37333304718912885
39,1.1650141554083657,0.3936325627844939
40,1.0630244708010488,0.4103673604849078
41,0.2366107971270144,0.4061293955249592
42,-0.17017262034766312,0.3924079189565634
43,1.0121217926200154,0.4068198695068762
44,1.0203732453552297,0.4207642644125206
45,-0.7032634688950953,0.3957858703390181
46,0.8596092217006479,0.4058689866729665
47,0.3754344696909886,0.4052214437584564
48,0.868336606663675,0.4148696763189818
49,0.3657038744330274,0.4138662926070235
50,1.2643239961555672,0.43087544667799443
51,0.8167183423059665,0.43844099365109185
52,-0.46290415185446854,0.42110743316060034
53,0.6830729572401402,0.42605017889795016
54,-0.32825998597185035,0.41208147214110197
55,0.7150628143829306,0.4175902238182262
56,-0.08791641640783449,0.4085633195284751
57,0.541111623900924,0.41088872837711454
58,0.6212825351843776,0.41451620780482595
59,-0.023430557336266977,0.40709338127701084
60,0.4040916799966108,0.4070433529223375
61,-0.2795340594732305,0.39578798550601674
